table_name,column_name,data_type,total_rows,distinct_count,null_count,null_pct,min_value,max_value,sample_values
juspay_transactions,previous_txn_status,VARCHAR,1096610,3,62,0.0,AUTHORIZATION_FAILED,PENDING_VBV,AUTHORIZATION_FAILED | PENDING_VBV | AUTHORIZING
juspay_transactions,description,VARCHAR,1096610,2,123791,11.3,Complete your payment,Credits towards Wiom Partners Wallet,Credits towards Wiom Partners Wallet | Complete your payment
juspay_transactions,refund_date,VARCHAR,1096610,12961,1083293,98.8,2025-12-01T04:25:08,2026-03-02T13:44:04,2026-02-27T12:59:26 | 2026-03-01T22:49:11 | 2026-02-27T23:18:11
juspay_transactions,mandate_status,VARCHAR,1096610,4,972819,88.7,ACTIVE,REVOKED,ACTIVE | REVOKED | PAUSED
juspay_transactions,mandate_gateway,VARCHAR,1096610,2,972819,88.7,PAYTM_V2,PAYU,PAYTM_V2 | PAYU
juspay_transactions,error_category,VARCHAR,1096610,2,1096447,100.0,TECHNICAL_ERROR,TXN_PENDING,TXN_PENDING | TECHNICAL_ERROR
juspay_transactions,mandate_id,VARCHAR,1096610,64877,972819,88.7,211iy3vfPupoDbH3x8Fjay,zzxAkwh33zSYYQ1oJtbiP,hG9UpBPUYozqRVaDJ1Zorr | pwFCT39j2FQ5L8DnaUaCB2 | r6zSaUng65BZb9wKjqxmJb
juspay_transactions,mandate_created_at,VARCHAR,1096610,64691,972819,88.7,2024-12-02T00:12:25,2026-02-28T22:57:01,2025-11-03T14:30:18 | 2025-10-05T16:02:18 | 2025-11-04T06:43:43
juspay_transactions,mandate_end_date,VARCHAR,1096610,64688,972819,88.7,2025-12-02T00:12:25,2027-02-28T22:57:01,2026-08-08T22:20:17 | 2026-01-20T21:32:20 | 2026-10-05T18:38:44
juspay_transactions,mandate_start_date,VARCHAR,1096610,64688,972819,88.7,2024-12-02T00:12:25,2026-02-28T22:57:01,2026-02-21T13:03:55 | 2025-12-25T10:50:23 | 2025-11-26T08:05:39
juspay_transactions,mandate_revoke_source,VARCHAR,1096610,2,1093255,99.7,MANDATE_LIFE_CYCLE_WEBHOOK,MERCHANT_MANDATE_REVOKE,MERCHANT_MANDATE_REVOKE | MANDATE_LIFE_CYCLE_WEBHOOK
juspay_transactions,system_date,VARCHAR,1096610,996440,0,0.0,2025-12-01T00:00:02,2026-02-28T23:59:39,2025-12-28T10:37:20 | 2025-12-28T22:30:07 | 2025-12-28T21:46:56
juspay_transactions,order_date_created,VARCHAR,1096610,996246,0,0.0,2025-05-27T08:05:35,2026-02-28T23:59:39,2026-01-30T00:09:16 | 2026-01-29T06:55:08 | 2026-01-29T18:19:25
juspay_transactions,udf3,VARCHAR,1096610,6,92028,8.4,Booking,WiomNet,WiomNet | Renewal | Mobile_Recharges
juspay_transactions,source_month,VARCHAR,1096610,3,0,0.0,Dec25,Jan26,Jan26 | Feb26 | Dec25
paytm_refunds,Transaction_ID,VARCHAR,16914,16914,0,0.0,"""'20260201220352246472312578375683472'""",'20260131220592243123803480555540532','20251201220492020593431400611850126' | '20251201220422022754990204149764010' | '20251201220632022715145115197454776'
paytm_refunds,Order_ID,VARCHAR,16914,16908,0,0.0,'wiom-cusSubs_6206807578_189515389_0-1',wiom-wgSubs_8279563871_193397416_1-2,'wiom-custGen_7042075567_185481257_0-1' | 'wiom-custGen_9897632229_185535669_0-1' | 'wiom-custGen_8588808136_185532002_0-1'
paytm_refunds,Merchant_Unique_Ref,VARCHAR,16914,12,919,5.4,'App',UPI_Apps,Friend_QR_Link | UPI_Apps | 'QR_checkout'
paytm_refunds,Merchant_Request_Id,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Transaction_Date,VARCHAR,16914,15826,0,0.0,'2025-12-01 00:22:11',2026-02-28 23:51:34,'2025-12-01 01:14:40' | '2025-12-01 07:18:10' | '2025-12-01 15:38:10'
paytm_refunds,Updated_Date,VARCHAR,16914,15958,0,0.0,'2025-12-01 00:22:12',2026-03-01 18:31:31,'2025-12-01 07:22:46' | '2025-12-01 15:36:17' | '2025-12-01 15:30:33'
paytm_refunds,Transaction_Type,VARCHAR,16914,2,0,0.0,'REFUND',REFUND,REFUND | 'REFUND'
paytm_refunds,Status,VARCHAR,16914,2,0,0.0,'SUCCESS',SUCCESS,SUCCESS | 'SUCCESS'
paytm_refunds,MID,VARCHAR,16914,2,0,0.0,'EjzWDC77709729750855',EjzWDC77709729750855,'EjzWDC77709729750855' | EjzWDC77709729750855
paytm_refunds,Merchant_Name,VARCHAR,16914,2,0,0.0,'Wiom',Wiom,Wiom | 'Wiom'
paytm_refunds,Customer_ID,VARCHAR,16914,16049,0,0.0,'1112223271',9999875861,'9911809145_1762169005' | '9540331594' | '8976059322'
paytm_refunds,Customer_Nickname,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Payment_Mobile_Number,VARCHAR,16914,16031,0,0.0,'1112223271',9999875861,'9654201063' | '9310730510' | '9990888731'
paytm_refunds,Payment_Email_Id,VARCHAR,16914,4,0,0.0,'con****@wiom.in',contact@wiom.in,contact@wiom.in | con****@wiom.in | 'contact@wiom.in'
paytm_refunds,Amount,DOUBLE,16914,355,0,0.0,10.0,96.0,279.0 | 476.0 | 345.0
paytm_refunds,Commission,DOUBLE,16914,1,0,0.0,0.0,0.0,0.0
paytm_refunds,GST,DOUBLE,16914,1,0,0.0,0.0,0.0,0.0
paytm_refunds,Merchant_Order_ID,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Payout_ID,VARCHAR,16914,90,0,0.0,'ONSPG202512020000216820000730814963725',ONSPG202603010000216820000730814963725,'ONSPG202512280000216820000730814963725' | ONSPG202602120000216820000730814963725 | ONSPG202602150000216820000730814963725
paytm_refunds,Channel,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,UTR_No.,VARCHAR,16914,90,0,0.0,'UTIBR62025120241020586',UTIBR62026030160076141,'UTIBR62025121643828646' | 'UTIBR62026010447917425' | 'UTIBR62026011249367648'
paytm_refunds,Payout_Date,VARCHAR,16914,90,0,0.0,'2025-12-02 00:00:00',2026-03-01 00:00:00,'2025-12-15 00:00:00' | '2025-12-27 00:00:00' | 2026-02-06 00:00:00
paytm_refunds,Settled_Date,VARCHAR,16914,90,0,0.0,'2025-12-02 16:24:17',2026-03-01 15:02:40,2026-02-09 15:02:43 | 2026-02-10 01:36:39 | 2026-02-17 01:38:31
paytm_refunds,Payment_Mode,VARCHAR,16914,8,0,0.0,'UPI',UPI_PPIWALLET,'UPI_PPIWALLET' | 'UPI' | UPI_LITE
paytm_refunds,Issuing_Bank,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Reference_Transaction_ID,VARCHAR,16914,16908,0,0.0,'20250729210320000156883201890520641',20260228210580000234637683851719209,'20251116210540000196964947847550678' | '20251126210590000200397126052549097' | '20251201210570000202148651770785150'
paytm_refunds,POS_ID,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Merchant_Ref_ID,VARCHAR,16914,16914,0,0.0,'cusSubs_6206807578_189515389_0_1767353006715',wgSubs_8279563871_193397416_1_1771346260994,'custGen_9873839805_185486378_1_1764533749741' | 'custGen_8130846524_185481267_0_1764528746473' | 'custWgSubs_9867246266_186625226_0_1764553519149'
paytm_refunds,External_Serial_No,VARCHAR,16914,16914,0,0.0,'51201800095303856141',60228806543594360837,'51201802042539664401' | '51201802041866043393' | '51201804078818735137'
paytm_refunds,Commission_Rate,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Product_Code,VARCHAR,16914,4,0,0.0,'51051000100000000001',51051000100000000004,51051000100000000001 | 51051000100000000004 | '51051000100000000001'
paytm_refunds,GMV_Tier,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Transaction_Slab,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Request_Type,VARCHAR,16914,6,0,0.0,'NATIVE',RENEW_SUBSCRIPTION,'NATIVE' | 'NATIVE_SUBSCRIPTION' | NATIVE_SUBSCRIPTION
paytm_refunds,Refund_Type,VARCHAR,16914,2,775,4.6,'REFUND_TO_SOURCE',REFUND_TO_SOURCE,REFUND_TO_SOURCE | 'REFUND_TO_SOURCE'
paytm_refunds,Refund_Actor,VARCHAR,16914,2,0,0.0,'MERCHANT',MERCHANT,'MERCHANT' | MERCHANT
paytm_refunds,Split_Flag,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Split_MID,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Split_Id,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Is_Split_Refund,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Link_Description,VARCHAR,16914,2,854,5.0,'NA',NA,NA | 'NA'
paytm_refunds,Payment_Reference_Number,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Is_PRN_Validated,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,PRN_Validate_Time,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Credit/Debit_Card_Last_4_Digits,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Bank_Transaction_ID,VARCHAR,16914,16914,0,0.0,'0',642509602681,'533505544757' | '570107379291' | '570107228393'
paytm_refunds,Promo_Code,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Promo_Response,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Settled_Amount,DOUBLE,16914,355,0,0.0,10.0,96.0,537.0 | 11.0 | 30.0
paytm_refunds,PCF,DOUBLE,16914,1,0,0.0,0.0,0.0,0.0
paytm_refunds,PCF_GST,DOUBLE,16914,1,0,0.0,0.0,0.0,0.0
paytm_refunds,FS_Offer_Fee,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,FS_Offer_GST,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Response_code,VARCHAR,16914,2,0,0.0,'10',10,'10' | 10
paytm_refunds,Customer_VPA,VARCHAR,16914,12831,8,0.0,'00701179828@ybl',zaidrain5967-1@okicici,'8377046504@ptaxis' | '8743064914@ybl' | '9999022812@ptyes'
paytm_refunds,Card_BIN,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Customer_Details,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Link_Name,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Link_Notes,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Response_message,VARCHAR,16914,2,0,0.0,'Refund Successful.',Refund Successful.,Refund Successful. | 'Refund Successful.'
paytm_refunds,Promo_discount_type,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Promo_Amount,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Original_txn_value_before_promo,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Total_Bill_Amount,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Instant_Discount,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,MLV_Amount,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Auth_Code,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,RRN,VARCHAR,16914,16914,0,0.0,'070003979367',642509602681,'533504994893' | '570107815299' | '533506918468'
paytm_refunds,Prepaid_Card,VARCHAR,16914,2,0,0.0,'false',false,'false' | false
paytm_refunds,AdditionalComments,VARCHAR,16914,2,1,0.0,'Success',Success,'Success' | Success
paytm_refunds,Charge_Target,VARCHAR,16914,2,0,0.0,'RECEIVER',RECEIVER,'RECEIVER' | RECEIVER
paytm_refunds,Fee_Factor,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Bank/Gateway,VARCHAR,16914,6,0,0.0,'PTYBLC',PTYBLS,'PTYBLI' | PTYBLI | 'PTYBLS'
paytm_refunds,Card_Scheme,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,ACQUIRING_SERVICE_FEE,DOUBLE,16914,1,0,0.0,0.0,0.0,0.0
paytm_refunds,ACQUIRING_SERVICE_TAX,DOUBLE,16914,1,0,0.0,0.0,0.0,0.0
paytm_refunds,PLATFORM_SERVICE_FEE,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,PLATFORM_SERVICE_TAX,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Promo_Cart_Amount,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Reseller_ID,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Reseller_Name,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Employee_Id,VARCHAR,16914,1,16913,100.0,'EjzWDC77709729750855','EjzWDC77709729750855','EjzWDC77709729750855'
paytm_refunds,Employee_Name,VARCHAR,16914,1,16913,100.0,'rutuj.dodal','rutuj.dodal','rutuj.dodal'
paytm_refunds,Employee_PhoneNo,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Employee_Email,VARCHAR,16914,1,16913,100.0,'rutuj.dodal@wiom.in','rutuj.dodal@wiom.in','rutuj.dodal@wiom.in'
paytm_refunds,User_Expected_Credit_Date,VARCHAR,16914,15958,0,0.0,'UPI:2025-12-02 00:22:12',UPI:2026-03-02 18:31:31,'UPI:2025-12-02 07:38:25' | 'UPI:2025-12-02 07:22:46' | 'UPI:2025-12-02 15:38:12'
paytm_refunds,Order_Reason,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Customer_Account_Number,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Customer_BANK_IFSC,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,TEMPLATE_ID,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,TEMPLATE_NAME,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Foreign_Currency,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Foreign_Currency_Name,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Foreign_Amount,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Exchange_Rate,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,User_Markup_Rate,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Refund_Source,VARCHAR,16914,2,0,0.0,'SETTLEMENT_REFUND',SETTLEMENT_REFUND,'SETTLEMENT_REFUND' | SETTLEMENT_REFUND
paytm_refunds,Sub_Order_Status,VARCHAR,16914,2,0,0.0,'SUCCESS',SUCCESS,'SUCCESS' | SUCCESS
paytm_refunds,Refund_Reversal_Id,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Refund_Reversal_Status,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Refund_Reversal_TimeStamp,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Capture_Id,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Pos_Date,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Pos_Time,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Add_Money_Type,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,ARN,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Gateway_Response_Code,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Gateway_Response_Message,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,ARN_AVAILABILITY,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Split_Reference_Id,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,UDF2,VARCHAR,16914,4,854,5.0,'prod',stage,stage | prod | UDF2
paytm_refunds,UDF3,VARCHAR,16914,13,854,5.0,'Booking',WiomNet,Installation | WiomNet | 'NA'
paytm_refunds,IS_REVERSAL,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Settle_Type,VARCHAR,16914,2,0,0.0,'ONLINE_AWS',ONLINE_AWS,'ONLINE_AWS' | ONLINE_AWS
paytm_refunds,Merchant_Payment_Detail_1,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Settlement_Bundle_Id,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Settle_Factors,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Is_Dqr_True,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,Customer_Convenience_Fee,VARCHAR,16914,0,16914,100.0,,,
paytm_refunds,filename,VARCHAR,16914,3,0,0.0,csv\paytm-refunds\Paytm- Refund Report - 01 Dec 2025 - 31 Dec 2025.csv,csv\paytm-refunds\Paytm- Refund Report - 01 Jan 2026 - 31 Jan 2026.csv,csv\paytm-refunds\Paytm- Refund Report - 01 Dec 2025 - 31 Dec 2025.csv | csv\paytm-refunds\Paytm- Refund Report - 01 Feb 2026 - 28 Feb 2026.csv | csv\paytm-refunds\Paytm- Refund Report - 01 Jan 2026 - 31 Jan 2026.csv
paytm_settlements,transaction_id,DOUBLE,927025,5675,0,0.0,2.025112921035e+34,2.0260227220602342e+34,2.026010521046e+34 | 2.026010121063e+34 | 2.026010421039e+34
paytm_settlements,order_id,VARCHAR,927025,912560,0,0.0,w-Wiom79820330121767704933259-1,wiom-wiomWall_9999862747_188371427_1-2,wiom-w_8126780025_189661500_1-1 | wiom-custGen_8750509550_191598497_0-1 | wiom-w_8779748372_189711258_1-1
paytm_settlements,merchant_unique_ref,VARCHAR,927025,10,69561,7.5,App,link,App | Router_QR | link
paytm_settlements,transaction_date,TIMESTAMP,927025,853185,0,0.0,2025-11-25 09:08:54,2026-02-27 23:59:20,2026-01-01 17:54:21 | 2026-01-06 20:21:15 | 2026-01-06 19:04:40
